seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr15	75137015	75137164	150	*	X16032	25989	75128459	75135552	7094	-	1462	upstream	1462	ULK3
chr15	75137540	75137831	292	*	X16033	25989	75128459	75135552	7094	-	1987	upstream	1987	ULK3
chr15	82553326	82553359	34	*	X16194	283726	82555152	82577267	22116	+	1792	upstream	1792	SAXO2
chr15	83423529	83423693	165	*	X16200	677778	83424697	83424823	127	+	1003	upstream	1003	SCARNA15
chr15	85203413	85203516	104	*	X16221	4828	85198360	85201802	3443	-	1610	upstream	1610	NMB
chr15	91425380	91425868	489	*	X16446	2242	91427665	91439006	11342	+	1796	upstream	1796	FES
chr15	91497316	91497510	195	*	X16478	91433	91498106	91506355	8250	+	595	upstream	595	RCCD1
chr15	91508551	91508685	135	*	X16486	100507118	91509599	91531854	22256	+	913	upstream	913	PRC1-AS1
chr16	421790	421909	120	*	X16675	10573	417384	420569	3186	-	1220	upstream	1220	MRPL28
chr16	585028	585224	197	*	X16681	100847028	585316	585368	53	+	91	upstream	91	MIR5587
chr16	735566	735685	120	*	X16716	339123	731667	734439	2773	-	1126	upstream	1126	JMJD8
chr16	735746	735774	29	*	X16717	339123	731667	734439	2773	-	1306	upstream	1306	JMJD8
chr16	736436	736600	165	*	X16718	339123	731667	734439	2773	-	1996	upstream	1996	JMJD8
chr16	1783222	1783279	58	*	X16801	100423012	1784986	1785067	82	+	1706	upstream	1706	MIR3177
chr16	1783371	1783371	1	*	X16802	100423012	1784986	1785067	82	+	1614	upstream	1614	MIR3177
chr16	1784227	1784361	135	*	X16803	100423012	1784986	1785067	82	+	624	upstream	624	MIR3177
chr16	2012865	2012999	135	*	X16827	574042	2012335	2012467	133	-	397	upstream	397	SNORA10
chr16	2012865	2012999	135	*	X16827	26784	2012974	2013107	134	-	0	overlapEnd	107	SNORA64
chr16	2012865	2012999	135	*	X16827	735301	2014997	2015505	509	+	1997	upstream	1997	SNHG9
chr16	2013529	2013689	161	*	X16828	574042	2012335	2012467	133	-	1061	upstream	1061	SNORA10
chr16	2013529	2013689	161	*	X16828	26784	2012974	2013107	134	-	421	upstream	421	SNORA64
chr16	2013529	2013689	161	*	X16828	735301	2014997	2015505	509	+	1307	upstream	1307	SNHG9
chr16	2013529	2013689	161	*	X16828	677844	2015185	2015311	127	+	1495	upstream	1495	SNORA78
chr16	2140124	2140304	181	*	X16867	100188847	2140196	2140285	90	-	0	includeFeature	0	MIR1225
chr16	2203694	2203921	228	*	X16872	84231	2205799	2228130	22332	+	1877	upstream	1877	TRAF7
chr16	2260678	2260952	275	*	X16891	283870	2259254	2261069	1816	-	0	inside	116	BRICD5
chr16	2284326	2284495	170	*	X16905	1775	2286424	2288712	2289	+	1928	upstream	1928	DNASE1L2
chr16	2284879	2284932	54	*	X16906	1775	2286424	2288712	2289	+	1491	upstream	1491	DNASE1L2
chr16	2284993	2285144	152	*	X16907	1775	2286424	2288712	2289	+	1279	upstream	1279	DNASE1L2
chr16	2302211	2302345	135	*	X16912	1632	2289873	2301602	11730	-	608	upstream	608	ECI1
chr16	2568712	2568790	79	*	X16946	51005	2570363	2580955	10593	+	1572	upstream	1572	AMDHD2
chr16	2569415	2569549	135	*	X16947	51005	2570363	2580955	10593	+	813	upstream	813	AMDHD2
chr16	2569631	2569737	107	*	X16948	51005	2570363	2580955	10593	+	625	upstream	625	AMDHD2
chr16	19725711	19725821	111	*	X17788	124152	19727778	19868859	141082	+	1956	upstream	1956	IQCK
chr16	28856308	28856442	135	*	X18209	100616256	28855240	28855328	89	-	979	upstream	979	MIR4721
chr16	28856308	28856442	135	*	X18209	25970	28858010	28885534	27525	+	1567	upstream	1567	SH2B1
chr16	28969715	28969834	120	*	X18226	100616487	28969904	28969982	79	+	69	upstream	69	MIR4517
chr16	28993557	28993737	181	*	X18232	27040	28995526	29002104	6579	+	1788	upstream	1788	LAT
chr16	28993883	28993998	116	*	X18233	27040	28995526	29002104	6579	+	1527	upstream	1527	LAT
chr16	28994075	28994094	20	*	X18234	27040	28995526	29002104	6579	+	1431	upstream	1431	LAT
chr16	28995230	28995312	83	*	X18235	27040	28995526	29002104	6579	+	213	upstream	213	LAT
chr16	29821218	29821656	439	*	X18253	112476	29823409	29827202	3794	+	1752	upstream	1752	PRRT2
chr16	30368274	30368423	150	*	X18322	10421	30362087	30366682	4596	-	1591	upstream	1591	CD2BP2
chr16	30368456	30368460	5	*	X18323	10421	30362087	30366682	4596	-	1773	upstream	1773	CD2BP2
chr16	30515241	30515375	135	*	X18349	100616405	30515240	30515322	83	+	0	overlapEnd	0	MIR4518
chr16	30720496	30720533	38	*	X18402	677813	30721858	30721986	129	+	1324	upstream	1324	SNORA30
chr16	30721495	30721695	201	*	X18403	677813	30721858	30721986	129	+	162	upstream	162	SNORA30
chr16	30721977	30722126	150	*	X18404	677813	30721858	30721986	129	+	0	overlapEnd	118	SNORA30
chr16	30747916	30748050	135	*	X18423	100862671	30748370	30756517	8148	+	319	upstream	319	TMEM265
chr16	30748574	30748916	343	*	X18424	100862671	30748370	30756517	8148	+	0	inside	203	TMEM265
chr16	30959105	30959223	119	*	X18449	93129	30960405	30966259	5855	+	1181	upstream	1181	ORAI3
chr16	30994854	30995003	150	*	X18473	80270	30996519	31000473	3955	+	1515	upstream	1515	HSD3B7
chr16	30995266	30995543	278	*	X18474	80270	30996519	31000473	3955	+	975	upstream	975	HSD3B7
chr16	30996041	30996210	170	*	X18475	80270	30996519	31000473	3955	+	308	upstream	308	HSD3B7
chr16	30996256	30996339	84	*	X18476	80270	30996519	31000473	3955	+	179	upstream	179	HSD3B7
chr16	30996496	30996622	127	*	X18477	80270	30996519	31000473	3955	+	0	overlapStart	0	HSD3B7
chr16	66600247	66600411	165	*	X18788	113540	66600294	66613038	12745	+	0	overlapStart	0	CMTM1
chr16	66600510	66600648	139	*	X18789	113540	66600294	66613038	12745	+	0	inside	215	CMTM1
chr16	66835759	66835846	88	*	X18808	283847	66788879	66835523	46645	-	235	upstream	235	TERB1
chr16	67231395	67231544	150	*	X18826	79767	67233028	67237927	4900	+	1483	upstream	1483	ELMO3
chr16	67231650	67231684	35	*	X18827	79767	67233028	67237927	4900	+	1343	upstream	1343	ELMO3
chr16	67231736	67231964	229	*	X18828	79767	67233028	67237927	4900	+	1063	upstream	1063	ELMO3
chr16	67232003	67232167	165	*	X18829	79767	67233028	67237927	4900	+	860	upstream	860	ELMO3
chr16	67232378	67232379	2	*	X18830	79767	67233028	67237927	4900	+	648	upstream	648	ELMO3
chr16	67236200	67236319	120	*	X18838	442901	67236224	67236298	75	-	0	includeFeature	0	MIR328
chr16	67236409	67236603	195	*	X18839	442901	67236224	67236298	75	-	110	upstream	110	MIR328
chr16	67236889	67237038	150	*	X18840	442901	67236224	67236298	75	-	590	upstream	590	MIR328
chr16	67237114	67237145	32	*	X18841	442901	67236224	67236298	75	-	815	upstream	815	MIR328
chr16	67237367	67237598	232	*	X18842	442901	67236224	67236298	75	-	1068	upstream	1068	MIR328
chr16	67238014	67238192	179	*	X18843	442901	67236224	67236298	75	-	1715	upstream	1715	MIR328
chr16	67693002	67693276	275	*	X18904	50855	67694851	67696681	1831	+	1574	upstream	1574	PARD6A
chr16	67905257	67905326	70	*	X18938	23644	67906926	67918417	11492	+	1599	upstream	1599	EDC4
chr16	67916746	67916865	120	*	X18955	123904	67918781	67920271	1491	+	1915	upstream	1915	NRN1L
chr16	67917072	67917386	315	*	X18956	123904	67918781	67920271	1491	+	1394	upstream	1394	NRN1L
chr16	67917631	67917808	178	*	X18957	123904	67918781	67920271	1491	+	972	upstream	972	NRN1L
chr16	67917874	67917881	8	*	X18958	123904	67918781	67920271	1491	+	899	upstream	899	NRN1L
chr16	67918096	67918198	103	*	X18959	123904	67918781	67920271	1491	+	582	upstream	582	NRN1L
chr16	67918617	67918736	120	*	X18960	123904	67918781	67920271	1491	+	44	upstream	44	NRN1L
chr16	67965762	67965881	120	*	X18971	1506	67963473	67965778	2306	-	0	overlapStart	0	CTRL
chr16	67967562	67967696	135	*	X18972	1506	67963473	67965778	2306	-	1783	upstream	1783	CTRL
chr16	67979165	67979261	97	*	X18976	3931	67973787	67978015	4229	-	1149	upstream	1149	LCAT
chr16	67979808	67979934	127	*	X18977	3931	67973787	67978015	4229	-	1792	upstream	1792	LCAT
chr16	67979967	67980045	79	*	X18978	3931	67973787	67978015	4229	-	1951	upstream	1951	LCAT
chr16	68055304	68055400	97	*	X18987	54920	68056847	68113226	56380	+	1446	upstream	1446	DUS2
chr16	68055551	68055655	105	*	X18988	54920	68056847	68113226	56380	+	1191	upstream	1191	DUS2
chr16	68059405	68059524	120	*	X18989	55794	68055177	68057770	2594	-	1634	upstream	1634	DDX28
chr16	70286422	70286629	208	*	X19122	118460	70284134	70285833	1700	-	588	upstream	588	EXOSC6
chr16	70287290	70287484	195	*	X19123	118460	70284134	70285833	1700	-	1456	upstream	1456	EXOSC6
chr16	77232093	77232172	80	*	X19307	100130958	77233349	77246976	13628	+	1176	upstream	1176	SYCE1L
chr16	77232308	77232441	134	*	X19308	100130958	77233349	77246976	13628	+	907	upstream	907	SYCE1L
chr16	81697689	81697730	42	*	X19353	100129617	81698959	81700879	1921	+	1228	upstream	1228	LOC100129617
chr16	81697774	81697924	151	*	X19354	100129617	81698959	81700879	1921	+	1034	upstream	1034	LOC100129617
chr16	81699064	81699200	137	*	X19355	100129617	81698959	81700879	1921	+	0	inside	104	LOC100129617
chr16	81699229	81699363	135	*	X19356	100129617	81698959	81700879	1921	+	0	inside	269	LOC100129617
chr16	88719412	88719521	110	*	X19814	1535	88709697	88717492	7796	-	1919	upstream	1919	CYBA
chr16	88782653	88782772	120	*	X19833	100616167	88782686	88782745	60	-	0	includeFeature	0	MIR4722
chr16	88782833	88782967	135	*	X19834	100616167	88782686	88782745	60	-	87	upstream	87	MIR4722
chr16	88783286	88783450	165	*	X19835	100616167	88782686	88782745	60	-	540	upstream	540	MIR4722
chr16	88783583	88783687	105	*	X19836	100616167	88782686	88782745	60	-	837	upstream	837	MIR4722
chr16	89385942	89386076	135	*	X19996	100287036	89387541	89391518	3978	+	1464	upstream	1464	LOC100287036
chr16	89789318	89789512	195	*	X20058	9605	89773541	89787394	13854	-	1923	upstream	1923	VPS9D1
chr17	1553222	1553334	113	*	X20255	83547	1549445	1553392	3948	-	0	inside	57	RILP
chr17	1554264	1554398	135	*	X20256	83547	1549445	1553392	3948	-	871	upstream	871	RILP
chr17	1554594	1554713	120	*	X20257	83547	1549445	1553392	3948	-	1201	upstream	1201	RILP
chr17	2234783	2234902	120	*	X20362	692207	2233573	2233664	92	-	1118	upstream	1118	SNORD91A
chr17	3512639	3512797	159	*	X20431	7442	3468740	3512705	43966	-	0	overlapStart	0	TRPV1
chr17	3513923	3514042	120	*	X20432	7442	3468740	3512705	43966	-	1217	upstream	1217	TRPV1
chr17	3514358	3514492	135	*	X20433	7442	3468740	3512705	43966	-	1652	upstream	1652	TRPV1
chr17	4845393	4845666	274	*	X20605	8402	4840426	4843462	3037	-	1930	upstream	1930	SLC25A11
chr17	4872661	4872751	91	*	X20614	9552	4862521	4871132	8612	-	1528	upstream	1528	SPAG7
chr17	4872842	4872991	150	*	X20615	9552	4862521	4871132	8612	-	1709	upstream	1709	SPAG7
chr17	4872996	4873062	67	*	X20616	9552	4862521	4871132	8612	-	1863	upstream	1863	SPAG7
chr17	7127187	7127336	150	*	X20719	442898	7126616	7126698	83	-	488	upstream	488	MIR324
chr17	7128262	7128268	7	*	X20720	442898	7126616	7126698	83	-	1563	upstream	1563	MIR324
chr17	7139129	7139263	135	*	X20731	1856	7128661	7137863	9203	-	1265	upstream	1265	DVL2
chr17	7139796	7139876	81	*	X20732	1856	7128661	7137863	9203	-	1932	upstream	1932	DVL2
chr17	7146533	7146589	57	*	X20734	11337	7143738	7145753	2016	-	779	upstream	779	GABARAP
chr17	7146592	7146751	160	*	X20735	11337	7143738	7145753	2016	-	838	upstream	838	GABARAP
chr17	7147355	7147506	152	*	X20736	11337	7143738	7145753	2016	-	1601	upstream	1601	GABARAP
chr17	7224291	7224341	51	*	X20754	2874	7215978	7222527	6550	-	1763	upstream	1763	GPS2
chr17	7477481	7477566	86	*	X20808	652965	7478031	7478165	135	+	464	upstream	464	SNORA48
chr17	7480807	7480926	120	*	X20809	26781	7481273	7481409	137	+	346	upstream	346	SNORA67
chr17	7480807	7480926	120	*	X20809	968	7482805	7485429	2625	+	1878	upstream	1878	CD68
chr17	7481502	7481621	120	*	X20810	968	7482805	7485429	2625	+	1183	upstream	1183	CD68
chr17	7482322	7482416	95	*	X20811	968	7482805	7485429	2625	+	388	upstream	388	CD68
chr17	7493769	7493936	168	*	X20815	6665	7491498	7493488	1991	-	280	upstream	280	SOX15
chr17	7494773	7495076	304	*	X20816	6665	7491498	7493488	1991	-	1284	upstream	1284	SOX15
chr17	7756399	7756533	135	*	X20846	92162	7758384	7759417	1034	+	1850	upstream	1850	TMEM88
chr17	7808290	7808409	120	*	X20863	677763	7809441	7809578	138	+	1031	upstream	1031	SCARNA21
chr17	8281728	8281734	7	*	X20935	124751	8271973	8280029	8057	-	1698	upstream	1698	KRBA2
chr17	8281750	8281847	98	*	X20936	124751	8271973	8280029	8057	-	1720	upstream	1720	KRBA2
chr17	8702743	8702893	151	*	X20951	162387	8700428	8702667	2240	-	75	upstream	75	MFSD6L
chr17	8704540	8704674	135	*	X20952	162387	8700428	8702667	2240	-	1872	upstream	1872	MFSD6L
chr17	11985197	11985331	135	*	X21051	100126313	11985216	11985313	98	+	0	includeFeature	0	MIR744
chr17	17717177	17717362	186	*	X21286	693120	17717150	17717245	96	-	0	overlapStart	0	MIR33B
chr17	17717423	17717586	164	*	X21287	693120	17717150	17717245	96	-	177	upstream	177	MIR33B
chr17	17718533	17718832	300	*	X21288	693120	17717150	17717245	96	-	1287	upstream	1287	MIR33B
chr17	18010353	18010491	139	*	X21307	51168	18012020	18083116	71097	+	1528	upstream	1528	MYO15A
chr17	19282737	19282886	150	*	X21392	27077	19240867	19281495	40629	-	1241	upstream	1241	B9D1
chr17	19283262	19283381	120	*	X21393	27077	19240867	19281495	40629	-	1766	upstream	1766	B9D1
chr17	26687438	26687572	135	*	X21523	100616388	26687677	26687757	81	+	104	upstream	104	MIR4723
chr17	26940935	26941163	229	*	X21541	124923	26907027	26941211	34185	-	0	inside	47	RSKR
chr17	26941508	26941639	132	*	X21542	124923	26907027	26941211	34185	-	296	upstream	296	RSKR
chr17	26941914	26942048	135	*	X21543	124923	26907027	26941211	34185	-	702	upstream	702	RSKR
chr17	26942826	26943098	273	*	X21544	124923	26907027	26941211	34185	-	1614	upstream	1614	RSKR
chr17	27048646	27048788	143	*	X21590	26773	27049600	27049671	72	+	811	upstream	811	SNORD4A
chr17	27048646	27048788	143	*	X21590	26809	27050447	27050509	63	+	1658	upstream	1658	SNORD42A
chr17	27048646	27048788	143	*	X21590	26772	27050699	27050772	74	+	1910	upstream	1910	SNORD4B
chr17	27050499	27050633	135	*	X21591	26809	27050447	27050509	63	+	0	overlapEnd	51	SNORD42A
chr17	27050499	27050633	135	*	X21591	26772	27050699	27050772	74	+	65	upstream	65	SNORD4B
chr17	29302419	29302553	135	*	X21725	503645	29302353	29303017	665	+	0	inside	65	DPRXP4
chr17	36958025	36958129	105	*	X21945	8396	36921944	36956158	34215	-	1866	upstream	1866	PIP4K2B
chr17	37008983	37009117	135	*	X21953	619505	37009116	37009248	133	-	0	overlapEnd	130	SNORA21
chr17	38183927	38184036	110	*	X22083	101340251	38183796	38183898	103	-	28	upstream	28	SNORD124
chr17	38333131	38333191	61	*	X22110	51195	38334242	38351906	17665	+	1050	upstream	1050	RAPGEFL1
chr17	40266068	40266206	139	*	X22229	79132	40253422	40264751	11330	-	1316	upstream	1316	DHX58
chr17	40266237	40266270	34	*	X22230	79132	40253422	40264751	11330	-	1485	upstream	1485	DHX58
chr17	40266582	40266667	86	*	X22231	79132	40253422	40264751	11330	-	1830	upstream	1830	DHX58
chr17	40717304	40717438	135	*	X22297	6945	40719078	40725221	6144	+	1639	upstream	1639	MLX
chr17	40718167	40718235	69	*	X22298	6945	40719078	40725221	6144	+	842	upstream	842	MLX
chr17	40718684	40718833	150	*	X22299	6945	40719078	40725221	6144	+	244	upstream	244	MLX
chr17	40994954	40995193	240	*	X22353	314	40996609	41002724	6116	+	1415	upstream	1415	AOC2
chr17	40996664	40996798	135	*	X22354	314	40996609	41002724	6116	+	0	inside	54	AOC2
chr17	40996844	40997128	285	*	X22355	314	40996609	41002724	6116	+	0	inside	234	AOC2
chr17	43323301	43323450	150	*	X22569	100133991	43325303	43345997	20695	+	1852	upstream	1852	MAP3K14-AS1
chr17	43323751	43323842	92	*	X22570	100133991	43325303	43345997	20695	+	1460	upstream	1460	MAP3K14-AS1
chr17	43323884	43323900	17	*	X22571	100133991	43325303	43345997	20695	+	1402	upstream	1402	MAP3K14-AS1
chr17	43324201	43324335	135	*	X22572	100133991	43325303	43345997	20695	+	967	upstream	967	MAP3K14-AS1
chr17	43324381	43324429	49	*	X22573	100133991	43325303	43345997	20695	+	873	upstream	873	MAP3K14-AS1
chr17	43340871	43340902	32	*	X22574	124783	43331760	43339479	7720	-	1391	upstream	1391	SPATA32
chr17	43341233	43341382	150	*	X22575	124783	43331760	43339479	7720	-	1753	upstream	1753	SPATA32
chr17	54962032	54962040	9	*	X22901	246754	54961463	54962274	812	-	0	inside	233	MTVR2
chr17	54968798	54968962	165	*	X22906	100500827	54968631	54968716	86	-	81	upstream	81	MIR3614
chr17	54970447	54970641	195	*	X22907	100500827	54968631	54968716	86	-	1730	upstream	1730	MIR3614
chr17	56407972	56408406	435	*	X23050	9256	56378588	56406152	27565	-	1819	upstream	1819	TSPOAP1
chr17	56408460	56408594	135	*	X23051	406934	56408593	56408679	87	-	0	overlapEnd	84	MIR142
chr17	56408647	56408852	206	*	X23052	406934	56408593	56408679	87	-	0	overlapStart	0	MIR142
chr17	56409000	56409337	338	*	X23053	406934	56408593	56408679	87	-	320	upstream	320	MIR142
chr17	56566778	56566897	120	*	X23067	124535	56497529	56565759	68231	-	1018	upstream	1018	HSF5
chr17	58121607	58121655	49	*	X23099	100616210	58120386	58120466	81	-	1140	upstream	1140	MIR4737
chr17	61905929	61906033	105	*	X23163	117246	61896793	61905031	8239	-	897	upstream	897	FTSJ3
chr17	62497019	62497123	105	*	X23204	100616387	62496892	62496957	66	-	61	upstream	61	MIR3064
chr17	73259240	73259257	18	*	X23369	23163	73232694	73258444	25751	-	795	upstream	795	GGA3
chr17	73268388	73268572	185	*	X23372	57409	73262310	73267311	5002	-	1076	upstream	1076	MIF4GD
chr17	73894196	73894231	36	*	X23452	201292	73885041	73893084	8044	-	1111	upstream	1111	TRIM65
chr17	76107747	76107881	135	*	X23637	100131096	76103483	76107880	4398	-	0	overlapStart	0	NA
chr17	76108340	76108654	315	*	X23638	100131096	76103483	76107880	4398	-	459	upstream	459	NA
chr17	76108835	76108835	1	*	X23639	100131096	76103483	76107880	4398	-	954	upstream	954	NA
chr17	76108963	76109104	142	*	X23640	100131096	76103483	76107880	4398	-	1082	upstream	1082	NA
chr17	76109172	76109291	120	*	X23641	100131096	76103483	76107880	4398	-	1291	upstream	1291	NA
chr17	76109574	76109659	86	*	X23642	100131096	76103483	76107880	4398	-	1693	upstream	1693	NA
chr17	79668447	79668596	150	*	X24022	1468	79670400	79688046	17647	+	1803	upstream	1803	SLC25A10
chr17	79668447	79668596	150	*	X24022	6182	79670400	79674556	4157	+	1803	upstream	1803	MRPL12
chr17	79668702	79668821	120	*	X24023	1468	79670400	79688046	17647	+	1578	upstream	1578	SLC25A10
chr17	79668702	79668821	120	*	X24023	6182	79670400	79674556	4157	+	1578	upstream	1578	MRPL12
chr17	79668832	79668966	135	*	X24024	1468	79670400	79688046	17647	+	1433	upstream	1433	SLC25A10
chr17	79668832	79668966	135	*	X24024	6182	79670400	79674556	4157	+	1433	upstream	1433	MRPL12
chr17	79847526	79847660	135	*	X24065	51529	79849599	79858363	8765	+	1938	upstream	1938	ANAPC11
chr17	79870483	79870632	150	*	X24069	5833	79860777	79869340	8564	-	1142	upstream	1142	PCYT2
chr18	660172	660306	135	*	X24325	494514	649620	658340	8721	-	1831	upstream	1831	TYMSOS
chr18	47014474	47014593	120	*	X24641	497661	47007548	47013644	6097	-	829	upstream	829	C18orf32
chr18	47808652	47808725	74	*	X24657	4152	47793252	47808144	14893	-	507	upstream	507	MBD1
chr18	47809416	47809434	19	*	X24658	4152	47793252	47808144	14893	-	1271	upstream	1271	MBD1
chr18	47809703	47810088	386	*	X24659	4152	47793252	47808144	14893	-	1558	upstream	1558	MBD1
chr19	802997	803266	270	*	X25064	100616459	804940	805001	62	+	1673	upstream	1673	MIR4745
chr19	803417	803596	180	*	X25065	100616459	804940	805001	62	+	1343	upstream	1343	MIR4745
chr19	803837	804031	195	*	X25066	100616459	804940	805001	62	+	908	upstream	908	MIR4745
chr19	804737	804871	135	*	X25067	100616459	804940	805001	62	+	68	upstream	68	MIR4745
chr19	804874	804993	120	*	X25068	100616459	804940	805001	62	+	0	overlapStart	0	MIR4745
chr19	812381	812419	39	*	X25080	100422854	813584	813653	70	+	1164	upstream	1164	MIR3187
chr19	813169	813181	13	*	X25081	100422854	813584	813653	70	+	402	upstream	402	MIR3187
chr19	1271032	1271181	150	*	X25259	148046	1267470	1270259	2790	-	772	upstream	772	CIRBP-AS1
chr19	1271212	1271331	120	*	X25260	148046	1267470	1270259	2790	-	952	upstream	952	CIRBP-AS1
chr19	1271377	1271907	531	*	X25261	148046	1267470	1270259	2790	-	1117	upstream	1117	CIRBP-AS1
chr19	1273327	1273521	195	*	X25263	55009	1275520	1279243	3724	+	1998	upstream	1998	FAM174C
chr19	1274227	1274421	195	*	X25264	55009	1275520	1279243	3724	+	1098	upstream	1098	FAM174C
chr19	1274512	1274646	135	*	X25265	55009	1275520	1279243	3724	+	873	upstream	873	FAM174C
chr19	1274917	1275051	135	*	X25266	55009	1275520	1279243	3724	+	468	upstream	468	FAM174C
chr19	1275127	1275274	148	*	X25267	55009	1275520	1279243	3724	+	245	upstream	245	FAM174C
chr19	1816260	1816409	150	*	X25382	100302210	1816158	1816237	80	-	22	upstream	22	MIR1909
chr19	1816762	1816909	148	*	X25383	100302210	1816158	1816237	80	-	524	upstream	524	MIR1909
chr19	1817310	1817672	363	*	X25384	100302210	1816158	1816237	80	-	1072	upstream	1072	MIR1909
chr19	1820130	1820254	125	*	X25388	100288123	1822088	1824542	2455	+	1833	upstream	1833	LOC100288123
chr19	1821386	1821614	229	*	X25389	100288123	1822088	1824542	2455	+	473	upstream	473	LOC100288123
chr19	1821645	1821668	24	*	X25390	100288123	1822088	1824542	2455	+	419	upstream	419	LOC100288123
chr19	1822185	1822319	135	*	X25391	100288123	1822088	1824542	2455	+	0	inside	96	LOC100288123
chr19	1954292	1954451	160	*	X25415	255193	1952526	1954548	2023	-	0	inside	96	CSNK1G2-AS1
chr19	1954692	1954937	246	*	X25416	255193	1952526	1954548	2023	-	143	upstream	143	CSNK1G2-AS1
chr19	1956270	1956386	117	*	X25417	255193	1952526	1954548	2023	-	1721	upstream	1721	CSNK1G2-AS1
chr19	1956402	1956536	135	*	X25418	255193	1952526	1954548	2023	-	1853	upstream	1853	CSNK1G2-AS1
chr19	2234037	2234171	135	*	X25611	100302283	2234061	2234148	88	-	0	includeFeature	0	MIR1227
chr19	2247012	2247157	146	*	X25621	268	2249113	2252072	2960	+	1955	upstream	1955	AMH
chr19	2247477	2247927	451	*	X25622	268	2249113	2252072	2960	+	1185	upstream	1185	AMH
chr19	2249510	2249706	197	*	X25623	100423031	2250638	2250717	80	+	931	upstream	931	MIR4321
chr19	2249767	2250067	301	*	X25624	100423031	2250638	2250717	80	+	570	upstream	570	MIR4321
chr19	2429505	2429553	49	*	X25640	26517	2425622	2427875	2254	-	1629	upstream	1629	TIMM13
chr19	2429838	2429973	136	*	X25641	26517	2425622	2427875	2254	-	1962	upstream	1962	TIMM13
chr19	3982583	3982779	197	*	X25873	26812	3982505	3982570	66	-	12	upstream	12	SNORD37
chr19	3983276	3983664	389	*	X25874	26812	3982505	3982570	66	-	705	upstream	705	SNORD37
chr19	3983725	3983859	135	*	X25875	26812	3982505	3982570	66	-	1154	upstream	1154	SNORD37
chr19	3984370	3984477	108	*	X25876	26812	3982505	3982570	66	-	1799	upstream	1799	SNORD37
chr19	4246492	4246656	165	*	X25935	55702	4247111	4269085	21975	+	454	upstream	454	YJU2
chr19	4444212	4444315	104	*	X25998	100616371	4445975	4446045	71	+	1659	upstream	1659	MIR4746
chr19	4444520	4444639	120	*	X25999	100616371	4445975	4446045	71	+	1335	upstream	1335	MIR4746
chr19	4930879	4931019	141	*	X26110	100616337	4932699	4932752	54	+	1679	upstream	1679	MIR4747
chr19	4931074	4931220	147	*	X26111	100616337	4932699	4932752	54	+	1478	upstream	1478	MIR4747
chr19	4932286	4932405	120	*	X26112	100616337	4932699	4932752	54	+	293	upstream	293	MIR4747
chr19	4932642	4932753	112	*	X26113	100616337	4932699	4932752	54	+	0	includeFeature	0	MIR4747
chr19	5785118	5785213	96	*	X26267	163154	5782971	5784776	1806	-	341	upstream	341	PRR22
chr19	5785241	5785405	165	*	X26268	163154	5782971	5784776	1806	-	464	upstream	464	PRR22
chr19	5785451	5785633	183	*	X26269	163154	5782971	5784776	1806	-	674	upstream	674	PRR22
chr19	5786276	5786488	213	*	X26270	163154	5782971	5784776	1806	-	1499	upstream	1499	PRR22
chr19	5786624	5786853	230	*	X26271	163154	5782971	5784776	1806	-	1847	upstream	1847	PRR22
chr19	6416380	6416499	120	*	X26394	100500888	6416421	6416522	102	-	0	overlapEnd	22	MIR3940
chr19	6416688	6416807	120	*	X26395	100500888	6416421	6416522	102	-	165	upstream	165	MIR3940
chr19	6417693	6417827	135	*	X26396	100500888	6416421	6416522	102	-	1170	upstream	1170	MIR3940
chr19	6417850	6418179	330	*	X26397	100500888	6416421	6416522	102	-	1327	upstream	1327	MIR3940
chr19	6418345	6418494	150	*	X26398	100500888	6416421	6416522	102	-	1822	upstream	1822	MIR3940
chr19	7992910	7992951	42	*	X26582	404217	7989381	7991051	1671	-	1858	upstream	1858	CTXN1
chr19	8374668	8374772	105	*	X26649	51293	8367011	8373240	6230	-	1427	upstream	1427	CD320
chr19	8387871	8387934	64	*	X26653	4701	8376184	8386280	10097	-	1590	upstream	1590	NDUFA7
chr19	10218229	10218264	36	*	X26732	692229	10218327	10218411	85	+	62	upstream	62	SNORD105
chr19	10218522	10218738	217	*	X26733	100113382	10220425	10220516	92	+	1686	upstream	1686	SNORD105B
chr19	10219152	10219421	270	*	X26734	100113382	10220425	10220516	92	+	1003	upstream	1003	SNORD105B
chr19	10220149	10220268	120	*	X26735	100113382	10220425	10220516	92	+	156	upstream	156	SNORD105B
chr19	10220149	10220268	120	*	X26735	5032	10222197	10226064	3868	+	1928	upstream	1928	P2RY11
chr19	10220397	10220568	172	*	X26736	100113382	10220425	10220516	92	+	0	includeFeature	0	SNORD105B
chr19	10220397	10220568	172	*	X26736	5032	10222197	10226064	3868	+	1628	upstream	1628	P2RY11
chr19	10220667	10220831	165	*	X26737	5032	10222197	10226064	3868	+	1365	upstream	1365	P2RY11
chr19	10221012	10221206	195	*	X26738	5032	10222197	10226064	3868	+	990	upstream	990	P2RY11
chr19	10221282	10221626	345	*	X26739	5032	10222197	10226064	3868	+	570	upstream	570	P2RY11
chr19	10221672	10221881	210	*	X26740	5032	10222197	10226064	3868	+	315	upstream	315	P2RY11
chr19	10221943	10222154	212	*	X26741	5032	10222197	10226064	3868	+	42	upstream	42	P2RY11
